0	1663
0	2595
1663	1
1663	79
1663	162
1663	2595
2595	1
2595	24
2595	36
2595	39
2595	41
2595	46
2595	54
2595	58
2595	68
2595	112
2595	146
2595	163
2595	292
2595	293
2595	294
2595	337
2595	345
2595	364
2595	497
2595	905
2595	1687
2595	1831
2595	2500
2595	1859
2595	2518
2	1664
2	2596
1664	9
1664	11
1664	2791
2596	13
2596	61
2596	1674
2596	1705
3	1665
3	2597
1665	6
1665	14
1665	28
1665	33
1665	2792
2597	18
2597	30
2597	42
2597	45
2597	52
2597	56
2597	59
2597	64
2597	69
2597	78
2597	90
2597	95
2597	114
2597	152
2597	171
2597	316
2597	1702
2597	1708
2597	2480
4	1666
4	2598
1666	10
1666	20
1666	2793
2598	8
2598	11
2598	12
2598	14
2598	15
2598	16
2598	17
2598	19
2598	22
2598	23
2598	37
2598	38
2598	43
2598	47
2598	48
2598	50
2598	51
2598	60
2598	62
2598	63
2598	65
2598	70
2598	73
2598	81
2598	83
2598	84
2598	85
2598	88
2598	89
2598	92
2598	94
2598	107
2598	110
2598	115
2598	116
2598	117
2598	120
2598	123
2598	126
2598	127
2598	128
2598	130
2598	131
2598	132
2598	135
2598	136
2598	138
2598	140
2598	141
2598	143
2598	151
2598	153
2598	165
2598	169
2598	179
2598	181
2598	182
2598	183
2598	186
2598	192
2598	193
2598	195
2598	196
2598	198
2598	210
2598	213
2598	216
2598	227
2598	228
2598	231
2598	250
2598	253
2598	270
2598	287
2598	300
2598	303
2598	306
2598	312
2598	322
2598	325
2598	340
2598	346
2598	385
2598	386
2598	421
2598	422
2598	423
2598	424
2598	441
2598	1678
2598	1671
2598	1689
2598	1686
2598	1685
2598	1688
2598	1695
2598	1692
2598	1874
2598	1701
2598	1707
2598	1703
2598	1987
2598	1710
2598	1711
2598	1713
2598	1714
2598	1721
2598	1722
2598	1732
2598	1726
2598	1729
2598	1737
2598	2477
2598	1756
2598	2481
2598	1770
2598	1773
2598	2321
5	1667
5	2599
1667	2605
2599	7
2599	40
2599	49
2599	57
2599	67
2599	72
2599	159
2599	1670
2599	1675
2599	2479
6	2600
7	1668
8	1669
1669	2794
9	2601
2601	10
2601	21
2601	28
2601	31
12	1670
1670	80
13	1671
1671	18
1671	26
15	1672
1672	2605
16	1673
17	1674
1674	35
19	1675
20	2602
21	1676
1676	22
1676	55
1676	2795
23	1677
1677	24
1677	25
1677	2796
25	2603
2603	26
2603	34
2603	1684
27	1678
27	2604
2604	77
29	1679
29	2605
1679	2797
2605	1680
2605	1683
2605	1693
30	1680
31	1681
1681	38
1681	2608
32	1682
32	2606
1682	34
1682	2791
2606	33
35	2607
36	1683
37	1684
1684	39
1684	40
41	1685
1685	42
43	1686
1686	266
44	1687
44	2608
1687	45
46	1688
47	1689
1689	88
48	1690
1690	2666
49	1691
1691	2791
50	1692
1692	1508
1692	1510
1692	1511
1692	1512
1692	1513
1692	1514
1692	1515
1692	1516
1692	1517
51	1693
52	1694
1694	2620
53	1695
53	2609
2609	86
2609	200
2609	1065
2609	1907
2609	2552
2609	2570
54	1696
1696	57
1696	2798
55	2610
56	1697
1697	2612
58	1698
