0	2233
0	3704
2233	4245
3704	109
3704	530
3704	2234
3704	2308
1	2234
1	3705
2234	74
2234	187
2	2235
2	3706
2235	3707
3706	17
3706	58
3706	61
3706	72
3706	85
3706	106
3706	119
3706	124
3706	142
3706	152
3706	163
3706	191
3706	261
3706	282
3706	317
3706	370
3706	381
3706	390
3706	405
3706	542
3706	597
3706	619
3706	641
3706	642
3706	651
3706	868
3706	1132
3706	1170
3706	1648
3706	2275
3706	3562
3706	2525
3706	2467
3706	2490
3706	2555
3706	3172
3706	2778
3706	3697
3	2236
3	3707
2236	8
2236	24
2236	53
2236	216
2236	230
2236	264
2236	592
2236	4246
3707	7
3707	10
3707	14
3707	578
3707	1529
3707	1611
3707	2237
3707	2260
3707	2295
3707	2326
3707	2492
3707	2545
3707	2549
3707	2717
3707	2934
3707	3153
4	2237
4	3708
2237	6
2237	44
3708	2253
5	2238
5	3709
2238	66
2238	302
2238	3723
3709	9
3709	30
3709	38
3709	70
3709	326
3709	602
6	3710
3710	8
3710	12
3710	41
3710	43
3710	45
3710	50
3710	77
3710	83
3710	89
3710	92
3710	104
3710	108
3710	135
3710	136
3710	138
3710	141
3710	143
3710	147
3710	153
3710	156
3710	162
3710	180
3710	181
3710	182
3710	194
3710	220
3710	223
3710	234
3710	241
3710	246
3710	263
3710	264
3710	266
3710	275
3710	307
3710	311
3710	323
3710	361
3710	415
3710	480
3710	483
3710	485
3710	509
3710	566
3710	638
3710	663
3710	665
3710	675
3710	690
3710	691
3710	711
3710	802
3710	807
3710	814
3710	857
3710	912
3710	922
3710	981
3710	1002
3710	1007
3710	1039
3710	1167
3710	1200
3710	1208
3710	1216
3710	1542
3710	1564
3710	1607
3710	2129
3710	2269
3710	2276
3710	2286
3710	2288
3710	2290
3710	2292
3710	2321
3710	2323
3710	2325
3710	2332
3710	2340
3710	2355
3710	2633
3710	2376
3710	2418
3710	2582
7	2239
2239	4247
9	2240
2240	4249
10	2241
2241	42
2241	707
2241	1041
2241	4248
11	2242
11	3711
2242	12
2242	15
2242	151
2242	3732
3711	2000
3711	2267
3711	2574
3711	3698
13	2243
13	3712
2243	183
2243	2224
2243	3718
3712	35
3712	36
3712	47
3712	49
3712	59
3712	62
3712	134
3712	144
3712	157
3712	222
3712	245
3712	252
3712	253
3712	256
3712	280
3712	374
3712	375
3712	402
3712	416
3712	439
3712	473
3712	519
3712	585
3712	595
3712	674
3712	700
3712	1010
3712	1037
3712	1068
3712	1079
3712	1085
3712	1275
3712	1510
3712	1517
3712	1548
3712	1551
3712	1576
3712	1652
3712	1674
3712	1694
3712	1696
3712	1748
3712	1754
3712	1759
3712	1761
3712	1776
3712	1785
3712	1806
3712	1817
3712	1823
3712	1835
3712	1842
3712	1843
3712	1867
3712	1886
3712	1888
3712	1902
3712	2004
3712	2070
3712	2385
3712	2481
3712	3005
3712	3105
3712	3203
3712	3304
3712	3222
3712	3266
3712	3225
3712	3237
3712	3242
3712	3653
3712	3655
3712	3657
3712	3282
3712	3283
3712	3284
3712	3290
3712	3305
3712	3295
3712	3299
3712	3317
3712	3679
3712	3456
3712	3501
14	2244
2244	3718
15	3713
3713	20
3713	25
3713	27
3713	84
3713	86
3713	110
3713	115
3713	155
3713	242
3713	249
3713	250
16	2245
16	3714
2245	4250
3714	29
17	2246
2246	19
2246	20
2246	1060
2246	1738
2246	1981
2246	3721
18	2247
18	3715
2247	25
2247	59
2247	60
2247	61
2247	309
2247	722
2247	3718
3715	22
3715	28
3715	33
3715	37
3715	42
3715	44
3715	74
3715	76
3715	79
3715	80
3715	103
3715	125
3715	139
3715	160
3715	165
3715	173
3715	174
3715	196
3715	199
3715	207
3715	213
3715	228
3715	239
3715	240
3715	244
3715	248
3715	254
3715	273
3715	287
3715	293
3715	294
3715	302
3715	306
3715	312
3715	321
3715	332
3715	350
3715	354
3715	355
3715	363
3715	376
3715	384
3715	385
3715	386
3715	394
3715	403
3715	406
3715	411
3715	412
3715	435
3715	438
3715	442
3715	450
3715	455
3715	462
3715	486
3715	489
3715	496
3715	497
3715	498
3715	503
3715	505
3715	507
3715	516
3715	522
3715	525
3715	526
3715	532
3715	536
3715	543
3715	545
3715	550
3715	557
3715	559
3715	568
3715	572
3715	573
3715	579
3715	582
3715	587
3715	600
3715	605
3715	607
3715	609
