0	15006
0	25092
15006	4
15006	81
15006	186
15006	191
15006	3432
15006	8152
15006	25096
25092	2110
25092	3859
25092	4613
25092	5645
25092	21723
1	15007
1	25093
15007	3
15007	25096
25093	68
25093	72
25093	163
25093	166
2	15008
2	25094
15008	5
15008	343
15008	25266
25094	4
25094	6
25094	14
25094	16
25094	51
25094	54
25094	58
25094	282
25094	8254
25094	15022
25094	15048
25094	19741
3	25095
25095	174
25095	183
25095	214
25095	387
25095	607
25095	919
25095	1437
25095	1450
25095	1484
25095	1598
25095	1618
25095	2057
25095	2421
25095	4248
25095	4865
25095	4869
25095	6036
25095	6406
25095	7350
25095	8462
25095	8481
25095	8606
25095	9977
5	25096
25096	10
25096	11
25096	13
25096	18
25096	983
25096	1259
25096	4627
25096	5652
25096	5905
25096	7070
25096	7927
25096	7958
25096	8052
25096	8286
25096	8371
25096	12072
25096	13450
25096	15071
25096	15029
25096	15016
25096	15035
25096	15045
25096	15044
25096	15055
25096	15057
25096	15523
25096	15302
25096	24179
25096	15818
25096	16209
25096	20889
6	15009
15009	9
15009	3634
15009	7912
15009	27121
7	15010
7	25097
15010	32
15010	14832
15010	27124
25097	67
25097	70
25097	73
25097	75
25097	89
25097	91
25097	97
25097	99
25097	109
25097	143
25097	243
25097	260
25097	295
25097	370
25097	448
25097	505
25097	516
25097	517
25097	535
25097	540
25097	545
25097	553
25097	567
25097	582
25097	625
25097	718
25097	735
25097	882
25097	1109
25097	1354
25097	1541
25097	1562
25097	1614
25097	1911
25097	2059
25097	2135
25097	2200
25097	2201
25097	2219
25097	2224
25097	2299
25097	2360
25097	2500
25097	2519
25097	2596
25097	2629
25097	2640
25097	2666
25097	2669
25097	2683
25097	2693
25097	2716
25097	2719
25097	2741
25097	2746
25097	2756
25097	2798
25097	2806
25097	2818
25097	2838
25097	2909
25097	3006
25097	3012
25097	3036
25097	3083
25097	3099
25097	3111
25097	3143
25097	3186
25097	3297
25097	3308
25097	3309
25097	3372
25097	3378
25097	3387
25097	3391
25097	3448
25097	3484
25097	3527
25097	3528
25097	3529
25097	3538
25097	3591
25097	3614
25097	3645
25097	3695
25097	3755
25097	3756
25097	3773
25097	3783
25097	3796
25097	3803
25097	3837
25097	3838
25097	3891
25097	3892
25097	3919
25097	3977
25097	3989
25097	4100
25097	4142
25097	4144
25097	4147
25097	4180
25097	4218
25097	4279
25097	4314
25097	4392
25097	4396
25097	4517
25097	4584
25097	4663
25097	4678
25097	4691
25097	5446
25097	5678
25097	11758
25097	13982
25097	13983
8	15011
8	25098
15011	10
15011	20
15011	35
15011	79
15011	27123
25098	31
25098	62
25098	76
25098	96
25098	169
25098	171
25098	175
25098	177
25098	197
25098	234
25098	254
25098	255
25098	257
25098	258
25098	271
25098	283
25098	322
25098	325
25098	330
25098	392
25098	418
25098	445
25098	459
25098	503
25098	570
25098	612
25098	647
25098	670
25098	709
25098	715
25098	722
25098	729
25098	754
25098	765
25098	771
25098	800
25098	803
25098	806
25098	808
25098	845
25098	851
25098	907
25098	918
25098	995
25098	1025
25098	1035
25098	1074
25098	1086
25098	1128
25098	1132
25098	1147
25098	1199
25098	1244
25098	1264
25098	1296
25098	1333
25098	1357
25098	1405
25098	1519
25098	1529
25098	1699
25098	1720
25098	1727
25098	1784
25098	1821
25098	1921
25098	1968
25098	1970
25098	1992
25098	2016
25098	2034
25098	2100
25098	2176
25098	2180
25098	2323
25098	2339
25098	2341
25098	2507
25098	2540
25098	2564
25098	2568
25098	2575
